file_name,pKa,pKa_energy,RMSD,energy_kcal/mol_ref,pdbid
./SampleStructures/184l/smina_184l_docking_1467.pdb,4.115077077574275,-5.648814103780652,0.466,0.8320956686511636,184l
./SampleStructures/184l/smina_184l_docking_0008.pdb,4.109211892784427,-5.640762896491553,1.5686,0.8401468759402633,184l
./SampleStructures/184l/smina_184l_docking_0331.pdb,4.108578656461217,-5.639893645635214,1.5755,0.8410161267966032,184l
./SampleStructures/184l/smina_184l_docking_0110.pdb,4.0830460002598725,-5.604844671888615,1.5698,0.876065100543201,184l
./SampleStructures/184l/smina_184l_docking_1716.pdb,4.081903762157675,-5.603276708377863,0.4691,0.8776330640539527,184l
./SampleStructures/184l/smina_184l_docking_1087.pdb,4.052009215191983,-5.562240116512742,1.599,0.918669655919075,184l
./SampleStructures/184l/smina_184l_docking_1306.pdb,4.0435400705829325,-5.550614423333075,1.5743,0.930295349098742,184l
./SampleStructures/184l/smina_184l_docking_1380.pdb,4.026257956154201,-5.526891064113345,1.5715,0.954018708318472,184l
./SampleStructures/184l/smina_184l_docking_0432.pdb,4.02139644460327,-5.520217610737647,0.4683,0.960692161694169,184l
./SampleStructures/184l/smina_184l_docking_1605.pdb,4.014355267914083,-5.510552105708387,0.4683,0.9703576667234302,184l
./SampleStructures/184l/smina_184l_docking_0220.pdb,4.009000763400017,-5.503201915165747,0.4457,0.9777078572660683,184l
./SampleStructures/184l/smina_184l_docking_0159.pdb,4.008721913790926,-5.5028191350683215,0.4681,0.9780906373634934,184l
./SampleStructures/184l/smina_184l_docking_1047.pdb,3.9879348680547166,-5.4742845159306786,1.5709,1.0066252565011382,184l
./SampleStructures/184l/smina_184l_docking_0674.pdb,3.9854144002212815,-5.470824640458789,0.467,1.0100851319730282,184l
./SampleStructures/184l/smina_184l_docking_1418.pdb,3.984840805489176,-5.470037260307338,1.5838,1.0108725121244788,184l
./SampleStructures/184l/smina_184l_docking_1184.pdb,3.983424310915848,-5.468092821752991,1.5745,1.0128169506788254,184l
./SampleStructures/184l/smina_184l_docking_0170.pdb,3.9823936311112536,-5.466677995613184,1.579,1.0142317768186329,184l
./SampleStructures/184l/smina_184l_docking_0644.pdb,3.969620016068446,-5.449143505869771,1.5752,1.0317662665620446,184l
./SampleStructures/184l/smina_184l_docking_0057.pdb,3.969477392689469,-5.448947725100782,1.5776,1.0319620473310351,184l
./SampleStructures/184l/smina_184l_docking_0795.pdb,3.968235877675688,-5.447243483020332,1.5782,1.0336662894114852,184l
./SampleStructures/184l/smina_184l_docking_1398.pdb,3.9641477182585714,-5.441631619101728,1.5714,1.0392781533300877,184l
./SampleStructures/184l/smina_184l_docking_0796.pdb,3.9641031342899002,-5.441570418170061,1.5802,1.039339354261756,184l
./SampleStructures/184l/smina_184l_docking_0066.pdb,3.9634317891691673,-5.440648854924705,0.4679,1.040260917507112,184l
./SampleStructures/184l/smina_184l_docking_1094.pdb,3.9624301594356472,-5.439273906154896,1.5807,1.0416358662769198,184l
./SampleStructures/184l/smina_184l_docking_0640.pdb,3.9609167401529968,-5.437196417926217,0.4665,1.0437133545055983,184l
./SampleStructures/184l/smina_184l_docking_0013.pdb,3.958443353679789,-5.433801171584394,1.5774,1.0471086008474229,184l
./SampleStructures/184l/smina_184l_docking_1723.pdb,3.955459145133777,-5.429704713849689,0.4624,1.051205058582127,184l
./SampleStructures/184l/smina_184l_docking_0520.pdb,3.9539517125349333,-5.4276354436114085,1.5829,1.0532743288204074,184l
./SampleStructures/184l/smina_184l_docking_0442.pdb,3.9466266147881686,-5.417580196848478,0.4656,1.0633295755833387,184l
./SampleStructures/184l/smina_184l_docking_1389.pdb,3.9450435148210015,-5.415407057134773,0.4675,1.065502715297043,184l
./SampleStructures/184l/smina_184l_docking_1697.pdb,3.9437121140648608,-5.413579427851702,0.4906,1.067330344580114,184l
./SampleStructures/184l/smina_184l_docking_1373.pdb,3.9420887030363883,-5.411350952675903,1.5789,1.0695588197559118,184l
./SampleStructures/184l/smina_184l_docking_0488.pdb,3.9391530935536494,-5.407321207439865,0.4726,1.073588564991951,184l
./SampleStructures/184l/smina_184l_docking_1374.pdb,3.937638822131962,-5.4052425494700325,1.5789,1.0756672229617834,184l
./SampleStructures/184l/smina_184l_docking_0118.pdb,3.933369577741931,-5.3993821081056845,1.5787,1.0815276643261311,184l
./SampleStructures/184l/smina_184l_docking_1484.pdb,3.932033587918559,-5.397548179356719,0.4638,1.0833615930750966,184l
./SampleStructures/184l/smina_184l_docking_0565.pdb,3.9317749861099527,-5.397193193650211,1.5789,1.0837165787816048,184l
./SampleStructures/184l/smina_184l_docking_0858.pdb,3.929461183024989,-5.394017009279096,0.4697,1.0868927631527183,184l
./SampleStructures/184l/smina_184l_docking_1859.pdb,3.922626361030498,-5.384634769736196,0.4612,1.09627500269562,184l
./SampleStructures/184l/smina_184l_docking_0701.pdb,3.922193176558313,-5.384040132379497,1.5735,1.0968696400523186,184l
./SampleStructures/184l/smina_184l_docking_0698.pdb,3.9202668022856866,-5.381395776039328,0.4671,1.0995139963924885,184l
./SampleStructures/184l/smina_184l_docking_0140.pdb,3.918386566321328,-5.378814754290844,1.5761,1.1020950181409717,184l
./SampleStructures/184l/smina_184l_docking_0734.pdb,3.917521201489835,-5.3776268579348585,0.4637,1.1032829144969585,184l
./SampleStructures/184l/smina_184l_docking_0440.pdb,3.9151921637057723,-5.374429760715331,1.5792,1.1064800117164852,184l
./SampleStructures/184l/smina_184l_docking_0271.pdb,3.9147939841010975,-5.3738831749468705,1.5791,1.1070265974849465,184l
./SampleStructures/184l/smina_184l_docking_0218.pdb,3.910893928948676,-5.3685295239373705,1.579,1.1123802484944465,184l
./SampleStructures/184l/smina_184l_docking_0989.pdb,3.908610932453866,-5.365395628130401,0.4649,1.1155141443014145,184l
./SampleStructures/184l/smina_184l_docking_1033.pdb,3.905479722461039,-5.361097379802133,1.5733,1.1198123926296828,184l
./SampleStructures/184l/smina_184l_docking_0831.pdb,3.905161476347508,-5.360660519665445,1.5772,1.1202492527663708,184l
./SampleStructures/184l/smina_184l_docking_0317.pdb,3.8991948585172085,-5.352470074063506,1.5795,1.1284396983683112,184l
./SampleStructures/184l/smina_184l_docking_0310.pdb,3.896908686854652,-5.3493318196668875,1.5811,1.1315779527649283,184l
./SampleStructures/184l/smina_184l_docking_0177.pdb,3.896418727262243,-5.3486592464431775,0.4638,1.1322505259886384,184l
./SampleStructures/184l/smina_184l_docking_1676.pdb,3.896289658050201,-5.348482071636584,1.5806,1.1324277007952332,184l
./SampleStructures/184l/smina_184l_docking_1341.pdb,3.8946634802836786,-5.346249798527326,1.5815,1.1346599739044905,184l
./SampleStructures/184l/smina_184l_docking_0032.pdb,3.8938958414164455,-5.3451960517376325,0.4647,1.1357137206941843,184l
./SampleStructures/184l/smina_184l_docking_1230.pdb,3.8938183266161186,-5.3450896462708375,0.4657,1.1358201261609793,184l
./SampleStructures/184l/smina_184l_docking_1608.pdb,3.8935630533060106,-5.34473922963288,1.5785,1.1361705427989364,184l
./SampleStructures/184l/smina_184l_docking_0018.pdb,3.891454989557378,-5.341845466038551,1.5814,1.1390643063932655,184l
./SampleStructures/184l/smina_184l_docking_1191.pdb,3.890691604600782,-5.3407975586414,1.5808,1.1401122137904167,184l
./SampleStructures/184l/smina_184l_docking_1362.pdb,3.888031754366216,-5.3371463513284585,1.5756,1.1437634211033585,184l
./SampleStructures/184l/smina_184l_docking_1003.pdb,3.883254547589719,-5.330588624095883,1.5845,1.1503211483359337,184l
./SampleStructures/184l/smina_184l_docking_0930.pdb,3.883210609509871,-5.330528309783305,0.4652,1.150381462648511,184l
./SampleStructures/184l/smina_184l_docking_1531.pdb,3.882182551932487,-5.329117083205248,1.5796,1.1517926892265675,184l
./SampleStructures/184l/smina_184l_docking_1776.pdb,3.8818697164947653,-5.328687650366093,1.5815,1.152222122065723,184l
./SampleStructures/184l/smina_184l_docking_0569.pdb,3.8750728045105847,-5.319357450334693,1.581,1.1615523220971231,184l
./SampleStructures/184l/smina_184l_docking_1061.pdb,3.873872018486172,-5.317709117411043,1.581,1.1632006550207734,184l
./SampleStructures/184l/smina_184l_docking_1540.pdb,3.873312611597644,-5.316941213077271,1.5791,1.1639685593545437,184l
./SampleStructures/184l/smina_184l_docking_0444.pdb,3.8711572833060295,-5.313982568895782,1.5795,1.1669272035360336,184l
./SampleStructures/184l/smina_184l_docking_1778.pdb,3.868348778909129,-5.310127302287484,1.5807,1.1707824701443317,184l
./SampleStructures/184l/smina_184l_docking_0827.pdb,3.8656307539024035,-5.306396237789059,0.4639,1.1745135346427558,184l
./SampleStructures/184l/smina_184l_docking_0476.pdb,3.8650246143793368,-5.305564183025028,0.472,1.1753455894067883,184l
./SampleStructures/184l/smina_184l_docking_0655.pdb,3.863679443029228,-5.30371765068766,1.5811,1.177192121744156,184l
./SampleStructures/184l/smina_184l_docking_1503.pdb,3.8636432461169017,-5.30366796276566,1.5806,1.1772418096661568,184l
./SampleStructures/184l/smina_184l_docking_0356.pdb,3.863302649671935,-5.303200422069397,1.5808,1.17770935036242,184l
./SampleStructures/184l/smina_184l_docking_1501.pdb,3.862648563080512,-5.302302549807694,1.5797,1.178607222624123,184l
./SampleStructures/184l/smina_184l_docking_1788.pdb,3.8624032047066152,-5.301965743517841,0.4714,1.1789440289139748,184l
./SampleStructures/184l/smina_184l_docking_1325.pdb,3.862184138485652,-5.3016650287717235,1.5815,1.1792447436600924,184l
./SampleStructures/184l/smina_184l_docking_0266.pdb,3.8618921166795914,-5.301264167046512,1.5811,1.1796456053853035,184l
./SampleStructures/184l/smina_184l_docking_0668.pdb,3.8600542474941166,-5.298741302667524,1.5818,1.1821684697642922,184l
./SampleStructures/184l/smina_184l_docking_0179.pdb,3.859044595034397,-5.297355341008272,1.5801,1.1835544314235449,184l
./SampleStructures/184l/smina_184l_docking_0042.pdb,3.859036786699864,-5.29734462241676,1.5816,1.183565150015056,184l
./SampleStructures/184l/smina_184l_docking_1578.pdb,3.854936352681276,-5.291715909010138,1.5819,1.1891938634216783,184l
./SampleStructures/184l/smina_184l_docking_0105.pdb,3.851754209062736,-5.287347743502225,1.58,1.1935620289295912,184l
./SampleStructures/184l/smina_184l_docking_0352.pdb,3.8475237023976834,-5.2815404778629205,1.5795,1.1993692945688963,184l
./SampleStructures/184l/smina_184l_docking_1317.pdb,3.8466689418123217,-5.280367138078773,1.5837,1.2005426343530416,184l
./SampleStructures/184l/smina_184l_docking_0429.pdb,3.845248850072456,-5.278417761652136,1.5812,1.2024920107796788,184l
./SampleStructures/184l/smina_184l_docking_1385.pdb,3.8450245706059856,-5.278109890623357,1.5819,1.2027998818084598,184l
./SampleStructures/184l/smina_184l_docking_1875.pdb,3.8438870104485794,-5.276548348581757,1.5814,1.2043614238500595,184l
./SampleStructures/184l/smina_184l_docking_1459.pdb,3.841693443096152,-5.273537213197317,1.5815,1.2073725592345,184l
./SampleStructures/184l/smina_184l_docking_1832.pdb,3.8414866453705705,-5.273253339557316,0.4688,1.2076564328745008,184l
./SampleStructures/184l/smina_184l_docking_0302.pdb,3.8394853975215586,-5.270506203389134,0.4755,1.2104035690426826,184l
./SampleStructures/184l/smina_184l_docking_0147.pdb,3.839229812800767,-5.2701553592741135,1.5818,1.2107544131577015,184l
./SampleStructures/184l/smina_184l_docking_0303.pdb,3.8386665278654775,-5.2693821315005085,1.581,1.2115276409313085,184l
./SampleStructures/184l/smina_184l_docking_0343.pdb,3.837411619478511,-5.267659504181112,1.5828,1.2132502682507038,184l
./SampleStructures/184l/smina_184l_docking_0504.pdb,3.83526891180024,-5.264718184462156,0.4737,1.2161915879696608,184l
./SampleStructures/184l/smina_184l_docking_0970.pdb,3.829602299830288,-5.256939560389483,1.5811,1.2239702120423317,184l
./SampleStructures/184l/smina_184l_docking_1806.pdb,3.829245369589695,-5.256449598102238,1.5798,1.2244601743295789,184l
./SampleStructures/184l/smina_184l_docking_1571.pdb,3.825464985695544,-5.251260221219028,1.5797,1.2296495512127876,184l
./SampleStructures/184l/smina_184l_docking_0555.pdb,3.8250391190351816,-5.25067562910762,1.5859,1.2302341433241963,184l
./SampleStructures/184l/smina_184l_docking_1008.pdb,3.824845505718754,-5.250409853859212,1.5814,1.2304999185726049,184l
./SampleStructures/184l/smina_184l_docking_0534.pdb,3.823183529292783,-5.248128439514304,0.466,1.2327813329175117,184l
./SampleStructures/184l/smina_184l_docking_1210.pdb,3.8226730830838553,-5.24742774407413,1.5816,1.2334820283576846,184l
./SampleStructures/184l/smina_184l_docking_1462.pdb,3.821540964811172,-5.245873672170903,1.5805,1.2350361002609134,184l
./SampleStructures/184l/smina_184l_docking_1525.pdb,3.818048434297732,-5.241079434967007,1.5813,1.2398303374648094,184l
./SampleStructures/184l/smina_184l_docking_1186.pdb,3.8171649336950697,-5.239866643427279,1.5817,1.241043129004538,184l
./SampleStructures/184l/smina_184l_docking_1858.pdb,3.8159161103678323,-5.238152369140054,1.5819,1.242757403291762,184l
./SampleStructures/184l/smina_184l_docking_1734.pdb,3.815878175933156,-5.23810029610094,1.5815,1.2428094763308764,184l
./SampleStructures/184l/smina_184l_docking_0605.pdb,3.815591074280194,-5.23770618832704,1.5868,1.2432035841047764,184l
./SampleStructures/184l/smina_184l_docking_0964.pdb,3.807172832087944,-5.226150369486177,1.5814,1.2547594029456377,184l
./SampleStructures/184l/smina_184l_docking_1520.pdb,3.801177159437387,-5.217920039994981,1.5801,1.2629897324368358,184l
./SampleStructures/184l/smina_184l_docking_1144.pdb,3.8010829756848388,-5.2177907528638485,1.5821,1.2631190195679665,184l
./SampleStructures/184l/smina_184l_docking_0393.pdb,3.800990026719748,-5.2176631607398045,1.5802,1.2632466116920114,184l
./SampleStructures/184l/smina_184l_docking_1093.pdb,3.8008249213891334,-5.21743651873466,1.5805,1.2634732536971571,184l
./SampleStructures/184l/smina_184l_docking_0134.pdb,3.798687531438384,-5.214502498722042,1.5816,1.2664072737097742,184l
./SampleStructures/184l/smina_184l_docking_0141.pdb,3.798589540198357,-5.214367985008623,1.5817,1.2665417874231937,184l
./SampleStructures/184l/smina_184l_docking_0455.pdb,3.7984094491615,-5.21412077195045,1.5832,1.2667890004813671,184l
./SampleStructures/184l/smina_184l_docking_0693.pdb,3.797810247515653,-5.213298240891065,1.5805,1.2676115315407517,184l
./SampleStructures/184l/smina_184l_docking_0905.pdb,3.797638819666183,-5.213062919890847,0.4751,1.2678468525409698,184l
./SampleStructures/184l/smina_184l_docking_0692.pdb,3.797274456954932,-5.212562754964794,1.5814,1.268347017467022,184l
./SampleStructures/184l/smina_184l_docking_0901.pdb,3.795163910062292,-5.209665582729842,1.5807,1.2712441897019744,184l
./SampleStructures/184l/smina_184l_docking_1493.pdb,3.792729898382975,-5.206324386624957,1.5816,1.2745853858068583,184l
./SampleStructures/184l/smina_184l_docking_0694.pdb,3.7926324560127576,-5.206190626351501,1.5816,1.2747191460803151,184l
./SampleStructures/184l/smina_184l_docking_1437.pdb,3.792090448772106,-5.205446606716478,1.5825,1.2754631657153368,184l
./SampleStructures/184l/smina_184l_docking_0230.pdb,3.7883614483190975,-5.200327764479781,0.4685,1.2805820079520345,184l
./SampleStructures/184l/smina_184l_docking_0275.pdb,3.783886465271189,-5.1941849032699725,1.5814,1.2867248691618445,184l
./SampleStructures/184l/smina_184l_docking_0182.pdb,3.7805321305417015,-5.189580369023945,0.4686,1.2913294034078715,184l
./SampleStructures/184l/smina_184l_docking_0255.pdb,3.773805445398029,-5.180346570192244,1.5830000000000002,1.300563202239573,184l
./SampleStructures/184l/smina_184l_docking_1559.pdb,3.7728711936739554,-5.179064111998644,1.5829,1.3018456604331732,184l
./SampleStructures/184l/smina_184l_docking_0794.pdb,3.771870764126705,-5.1776908107384685,0.4677,1.3032189616933465,184l
./SampleStructures/184l/smina_184l_docking_1371.pdb,3.7681225559441884,-5.172545601828364,1.5818,1.3083641706034541,184l
./SampleStructures/184l/smina_184l_docking_0103.pdb,3.7631136650472015,-5.165669839112427,1.5821,1.3152399333193898,184l
./SampleStructures/184l/smina_184l_docking_1696.pdb,3.7629682328659855,-5.165470202667977,1.5836,1.3154395697638392,184l
./SampleStructures/184l/smina_184l_docking_0662.pdb,3.7629252731177374,-5.165411231322552,0.4453,1.315498541109264,184l
./SampleStructures/184l/smina_184l_docking_1423.pdb,3.762621193137236,-5.164993817201223,1.5845,1.3159159552305937,184l
./SampleStructures/184l/smina_184l_docking_0313.pdb,3.7602112727039794,-5.161685691429642,0.4711,1.3192240810021758,184l
./SampleStructures/184l/smina_184l_docking_0358.pdb,3.7600321464296296,-5.161439802712168,1.5812,1.3194699697196484,184l
./SampleStructures/184l/smina_184l_docking_1521.pdb,3.759953455188945,-5.161331782332028,1.5838,1.3195779900997875,184l
./SampleStructures/184l/smina_184l_docking_0176.pdb,3.758436254200093,-5.1592491029113186,1.5836,1.321660669520497,184l
./SampleStructures/184l/smina_184l_docking_1416.pdb,3.7572179206246914,-5.157576682260599,1.5833,1.323333090171218,184l
./SampleStructures/184l/smina_184l_docking_1042.pdb,3.7504790178697367,-5.148326112171972,1.5837,1.3325836602598429,184l
./SampleStructures/184l/smina_184l_docking_1490.pdb,3.7495369483127647,-5.147032922348346,1.5799,1.3338768500834703,184l
./SampleStructures/184l/smina_184l_docking_0279.pdb,3.7341377076800586,-5.125894205859268,0.4699,1.3550155665725472,184l
./SampleStructures/184l/smina_184l_docking_1051.pdb,3.7341151341370447,-5.125863218894566,0.4763,1.3550465535372496,184l
./SampleStructures/184l/smina_184l_docking_0638.pdb,3.730575454417912,-5.121004259428348,1.5838,1.3599055130034683,184l
./SampleStructures/184l/smina_184l_docking_0936.pdb,3.7269559789339306,-5.116035763388839,1.5830000000000002,1.3648740090429785,184l
./SampleStructures/184l/smina_184l_docking_1728.pdb,3.7250215649737375,-5.113380370876159,0.4805,1.3675294015556574,184l
./SampleStructures/184l/smina_184l_docking_0776.pdb,3.724541285572232,-5.112721085762944,0.491,1.3681886866688728,184l
./SampleStructures/184l/smina_184l_docking_0024.pdb,3.723817119364959,-5.11172701439854,0.4701,1.3691827580332756,184l
./SampleStructures/184l/smina_184l_docking_0195.pdb,3.7236440198032383,-5.111489398619498,0.4845,1.3694203738123178,184l
./SampleStructures/184l/smina_184l_docking_0797.pdb,3.7222226322149963,-5.109538243366744,0.4684,1.3713715290650723,184l
./SampleStructures/184l/smina_184l_docking_1068.pdb,3.7205966132068617,-5.1073061881869695,1.5831,1.3736035842448473,184l
./SampleStructures/184l/smina_184l_docking_1672.pdb,3.718839146324691,-5.104893692983652,0.4712,1.3760160794481635,184l
./SampleStructures/184l/smina_184l_docking_1551.pdb,3.713287128058433,-5.097272373019123,1.5861,1.3836373994126916,184l
./SampleStructures/184l/smina_184l_docking_0020.pdb,3.710322551276087,-5.09320286403444,0.4754,1.3877069083973763,184l
./SampleStructures/184l/smina_184l_docking_1390.pdb,3.710310736666864,-5.093186645983125,0.4724,1.387723126448691,184l
./SampleStructures/184l/smina_184l_docking_1665.pdb,3.703381203082112,-5.083674394740131,0.4667,1.3972353776916862,184l
./SampleStructures/184l/smina_184l_docking_1161.pdb,3.7012666010660453,-5.0807716559901515,1.5836,1.400138116441667,184l
./SampleStructures/184l/smina_184l_docking_0666.pdb,3.700562349538024,-5.079804921737278,1.5836,1.4011048506945372,184l
./SampleStructures/184l/smina_184l_docking_0756.pdb,3.678916593931954,-5.050091541586783,0.4632,1.4308182308450341,184l
./SampleStructures/184l/smina_184l_docking_1664.pdb,3.6784717413967503,-5.049480887344446,1.5832,1.4314288850873709,184l
./SampleStructures/184l/smina_184l_docking_1384.pdb,3.678133792281815,-5.049016980668869,0.4733,1.4318927917629485,184l
./SampleStructures/184l/smina_184l_docking_1884.pdb,3.67535718950087,-5.045205505779352,0.4715,1.4357042666524649,184l
./SampleStructures/184l/smina_184l_docking_0237.pdb,3.6750263078479932,-5.0447513006910345,0.4859,1.4361584717407825,184l
./SampleStructures/184l/smina_184l_docking_1429.pdb,3.67057506799891,-5.038641032046046,1.5842,1.4422687403857708,184l
./SampleStructures/184l/smina_184l_docking_0875.pdb,3.6640501423766114,-5.029684190852906,0.4779,1.4512255815789104,184l
./SampleStructures/184l/smina_184l_docking_0800.pdb,3.6633539000056974,-5.028728450863031,0.4664,1.4521813215687869,184l
./SampleStructures/184l/smina_184l_docking_0100.pdb,3.6579696832488224,-5.021337473979559,0.4725,1.459572298452258,184l
./SampleStructures/184l/smina_184l_docking_0846.pdb,3.655053082029928,-5.017333821608092,1.5848,1.4635759508237245,184l
./SampleStructures/184l/smina_184l_docking_0931.pdb,3.6550210019804,-5.0172897849514735,0.4794,1.4636199874803424,184l
./SampleStructures/184l/smina_184l_docking_1808.pdb,3.653903198422314,-5.015755363023247,1.5843,1.4651544094085691,184l
./SampleStructures/184l/smina_184l_docking_0201.pdb,3.6536921094710895,-5.01546559876796,0.4767,1.4654441736638546,184l
./SampleStructures/184l/smina_184l_docking_1848.pdb,3.646036269154652,-5.004956337837839,0.4795,1.4759534345939755,184l
./SampleStructures/184l/smina_184l_docking_0209.pdb,3.642044860762468,-4.999477285174992,0.4657,1.481432487256825,184l
./SampleStructures/184l/smina_184l_docking_1847.pdb,3.64172405144728,-4.999036906501616,0.4793,1.4818728659301996,184l
./SampleStructures/184l/smina_184l_docking_0340.pdb,3.641708634243882,-4.999015743127432,0.4937,1.4818940293043852,184l
./SampleStructures/184l/smina_184l_docking_1259.pdb,3.6412936703496968,-4.998446117369796,1.5838,1.4824636550620198,184l
./SampleStructures/184l/smina_184l_docking_0660.pdb,3.6395249397634784,-4.996018160349097,0.4658,1.4848916120827198,184l
./SampleStructures/184l/smina_184l_docking_1837.pdb,3.630737813638209,-4.983955970248546,0.4803,1.4969538021832705,184l
./SampleStructures/184l/smina_184l_docking_0816.pdb,3.6291997515258725,-4.9818446545213115,0.466,1.4990651179105043,184l
./SampleStructures/184l/smina_184l_docking_0304.pdb,3.628936918195632,-4.9814838601559055,0.4844,1.4994259122759104,184l
./SampleStructures/184l/smina_184l_docking_1315.pdb,3.6287929039846274,-4.981286170175637,0.4681,1.4996236022561789,184l
./SampleStructures/184l/smina_184l_docking_0948.pdb,3.6286613238119374,-4.9811055485441935,1.5842,1.4998042238876224,184l
./SampleStructures/184l/smina_184l_docking_0635.pdb,3.627127642481256,-4.979000246366825,0.4848,1.501909526064992,184l
./SampleStructures/184l/smina_184l_docking_1323.pdb,3.6247758113348736,-4.975771860434081,1.5846,1.5051379119977355,184l
./SampleStructures/184l/smina_184l_docking_0987.pdb,3.624234205739373,-4.975028392142024,0.484,1.5058813802897932,184l
./SampleStructures/184l/smina_184l_docking_0417.pdb,3.6241899487858413,-4.974967640107836,1.5837,1.5059421323239803,184l
./SampleStructures/184l/smina_184l_docking_1280.pdb,3.619528179032163,-4.968568374617363,0.4927,1.5123413978144526,184l
./SampleStructures/184l/smina_184l_docking_1552.pdb,3.607813347420792,-4.952487289188769,0.4757,1.5284224832430482,184l
./SampleStructures/184l/smina_184l_docking_0183.pdb,3.6075939874289684,-4.9521861711799735,0.4834,1.5287236012518406,184l
./SampleStructures/184l/smina_184l_docking_1570.pdb,3.606146827384051,-4.95019963777658,1.5856,1.5307101346552372,184l
./SampleStructures/184l/smina_184l_docking_1109.pdb,3.604619979448573,-4.9481037158801815,0.4792,1.5328060565516353,184l
./SampleStructures/184l/smina_184l_docking_0898.pdb,3.6024211004747144,-4.9450852891713035,1.5835,1.5358244832605124,184l
./SampleStructures/184l/smina_184l_docking_1839.pdb,3.6017899537918154,-4.944218906788493,1.5855,1.5366908656433225,184l
./SampleStructures/184l/smina_184l_docking_1233.pdb,3.599371554710835,-4.940899142278696,0.4748,1.5400106301531196,184l
./SampleStructures/184l/smina_184l_docking_0922.pdb,3.5948844883856634,-4.9347396942138335,1.5849,1.5461700782179832,184l
./SampleStructures/184l/smina_184l_docking_1038.pdb,3.581779206717953,-4.916749921841885,0.4618,1.564159850589931,184l
./SampleStructures/184l/smina_184l_docking_0383.pdb,3.5774904961071905,-4.910862758970227,1.5872,1.5700470134615898,184l
./SampleStructures/184l/smina_184l_docking_1585.pdb,3.5772999412643123,-4.910601182123983,0.4746,1.5703085903078318,184l
./SampleStructures/184l/smina_184l_docking_0437.pdb,3.572994753703993,-4.904691401152278,0.4726,1.5762183712795377,184l
./SampleStructures/184l/smina_184l_docking_1419.pdb,3.5713870068364097,-4.902484428352083,0.4798,1.5784253440797331,184l
./SampleStructures/184l/smina_184l_docking_0663.pdb,3.5679475016243587,-4.8977629795953295,0.4699,1.5831467928364873,184l
./SampleStructures/184l/smina_184l_docking_1481.pdb,3.56792015176063,-4.897725436119702,1.5858,1.5831843363121152,184l
./SampleStructures/184l/smina_184l_docking_1122.pdb,3.5638865380617677,-4.8921884477421305,0.4698,1.5887213246896863,184l
./SampleStructures/184l/smina_184l_docking_0006.pdb,3.5597034933699985,-4.886446333704853,0.4943,1.5944634387269616,184l
./SampleStructures/184l/smina_184l_docking_0133.pdb,3.555351566390593,-4.8804723929896605,0.4689,1.6004373794421554,184l
./SampleStructures/184l/smina_184l_docking_0422.pdb,3.5524445049224904,-4.876481835944917,0.4782,1.6044279364868999,184l
./SampleStructures/184l/smina_184l_docking_0126.pdb,3.5522580560871364,-4.8762258954628965,0.4791,1.6046838769689202,184l
./SampleStructures/184l/smina_184l_docking_0703.pdb,3.547627899606188,-4.86987002587911,0.4724,1.6110397465527058,184l
./SampleStructures/184l/smina_184l_docking_0803.pdb,3.5463400508892016,-4.868102180986073,0.4662,1.612807591445744,184l
